Total Blobs,delta_total,Total Blobs in GB,delta_total_gb,Avg. #Blobs Per Slot,delta_avg,Avg. Blob Gas Price,delta_price
21335,-0.13,2666.875,0.13,0.15,94.95,47310561757.416916,10.53
